dataset,query_id,financebench_id,company,doc_name,bank_name,query,ground_truth_chunk_id,top1_chunk_id,top5_chunk_ids,correct_at_1,ground_truth_rank_top5,diagnostic_category,latency_seconds,top1_latency_seconds,top5_latency_seconds,top1_input_tokens,top1_output_tokens,top5_input_tokens,top5_output_tokens
ESRS,"OTP Bank__OTP_Bank_0059__As of the 31 December 2023 reporting date, has OTP Bank stated the aggregate amount of assets that are included in the Green Asset Ratio denominator but excluded from its numerator?",,OTP Bank,OTP Bank,OTP Bank,"As of the 31 December 2023 reporting date, has OTP Bank stated the aggregate amount of assets that are included in the Green Asset Ratio denominator but excluded from its numerator?",OTP_Bank_0059,OTP_Bank_0059,OTP_Bank_0059|OTP_Bank_0061|OTP_Bank_0058|OTP_Bank_0066|OTP_Bank_0008,1,1.0,both_rank1,247.566,180.494,247.566,93437,11883,208308,15798
ESRS,"OTP Bank__OTP_Bank_0060__In OTP Bank’s Taxonomy GAR (capex-based) tables, does the bank quantify the pool of assets that are not counted in the GAR numerator but remain in the denominator, and does it itemise within that amount the portions relating to (i) SMEs and other non‑financial corporates outside NFRD scope and (ii) non‑EU counterparties outside NFRD scope as at 31 December 2024?",,OTP Bank,OTP Bank,OTP Bank,"In OTP Bank’s Taxonomy GAR (capex-based) tables, does the bank quantify the pool of assets that are not counted in the GAR numerator but remain in the denominator, and does it itemise within that amount the portions relating to (i) SMEs and other non‑financial corporates outside NFRD scope and (ii) non‑EU counterparties outside NFRD scope as at 31 December 2024?",OTP_Bank_0060,OTP_Bank_0008,OTP_Bank_0008|OTP_Bank_0012|OTP_Bank_0014|OTP_Bank_0011|OTP_Bank_0013,0,,both_fail,157.175,56.508,157.175,30511,3110,90170,9788
ESRS,"OTP Bank__OTP_Bank_0064__In OTP Bank’s turnover-based GAR stock disclosure, does the bank indicate the share of its total assets that are included in the GAR denominator for the “Total GAR assets” line item?",,OTP Bank,OTP Bank,OTP Bank,"In OTP Bank’s turnover-based GAR stock disclosure, does the bank indicate the share of its total assets that are included in the GAR denominator for the “Total GAR assets” line item?",OTP_Bank_0064,OTP_Bank_0011,OTP_Bank_0011|OTP_Bank_0013|OTP_Bank_0008|OTP_Bank_0012|OTP_Bank_0010,0,,both_fail,103.612,33.924,103.612,26193,2073,80745,7950
ESRS,"OTP Bank__OTP_Bank_0066__In the Total GAR assets line of the turnover-based GAR KPI stock (T-1), what proportion of OTP Bank’s total assets is reported as falling within the GAR scope?",,OTP Bank,OTP Bank,OTP Bank,"In the Total GAR assets line of the turnover-based GAR KPI stock (T-1), what proportion of OTP Bank’s total assets is reported as falling within the GAR scope?",OTP_Bank_0066,OTP_Bank_0011,OTP_Bank_0011|OTP_Bank_0008|OTP_Bank_0013|OTP_Bank_0012|OTP_Bank_0010,0,,both_fail,107.04,33.459,107.04,26181,2326,80201,7801
ESRS,"OTP Bank__OTP_Bank_0067__Within the GAR KPI stock (capex-based, T-1) disclosure, does OTP Bank explicitly state the reporting cut-off date for the presented figures, and if so, which date is provided?",,OTP Bank,OTP Bank,OTP Bank,"Within the GAR KPI stock (capex-based, T-1) disclosure, does OTP Bank explicitly state the reporting cut-off date for the presented figures, and if so, which date is provided?",OTP_Bank_0067,OTP_Bank_0012,OTP_Bank_0014|OTP_Bank_0012|OTP_Bank_0008|OTP_Bank_0011|OTP_Bank_0013,0,,both_fail,88.973,26.316,88.973,25783,1824,87107,6815
ESRS,"OTP Bank__OTP_Bank_0070__For OTP Bank, does the turnover-based off-balance sheet KPI for Assets under Management report, as of 31 December 2024, the aggregated percentages of exposures classified as taxonomy-eligible and taxonomy-aligned relative to total eligible off-balance sheet assets, and if so, what are those figures?",,OTP Bank,OTP Bank,OTP Bank,"For OTP Bank, does the turnover-based off-balance sheet KPI for Assets under Management report, as of 31 December 2024, the aggregated percentages of exposures classified as taxonomy-eligible and taxonomy-aligned relative to total eligible off-balance sheet assets, and if so, what are those figures?",OTP_Bank_0070,OTP_Bank_0015,OTP_Bank_0015|OTP_Bank_0017|OTP_Bank_0008|OTP_Bank_0016|OTP_Bank_0014,0,,both_fail,119.74,40.291,119.74,20095,3186,65918,8839
ESRS,"OTP Bank__OTP_Bank_0071__In OTP Bank’s capex-based off-balance-sheet disclosures, does the Assets under Management KPI provide, for each environmental objective, a separate identification of exposures that are within Taxonomy-relevant sectors (eligible) and those that meet the Taxonomy’s environmental sustainability criteria (aligned)?",,OTP Bank,OTP Bank,OTP Bank,"In OTP Bank’s capex-based off-balance-sheet disclosures, does the Assets under Management KPI provide, for each environmental objective, a separate identification of exposures that are within Taxonomy-relevant sectors (eligible) and those that meet the Taxonomy’s environmental sustainability criteria (aligned)?",OTP_Bank_0071,OTP_Bank_0016,OTP_Bank_0016|OTP_Bank_0018|OTP_Bank_0015|OTP_Bank_0017|OTP_Bank_0014,0,,both_fail,110.403,40.449,110.403,20132,2724,54665,7609
ESRS,"OTP Bank__OTP_Bank_0097__Consistent with ESRS expectations on defining the reporting boundary and preserving comparability, does OTP Bank state that the OTP Fund Manager’s 2024 disclosure consolidates subsidiaries while the 2023 disclosure is on a standalone legal-entity basis, and that this change restricts year-on-year comparability?",,OTP Bank,OTP Bank,OTP Bank,"Consistent with ESRS expectations on defining the reporting boundary and preserving comparability, does OTP Bank state that the OTP Fund Manager’s 2024 disclosure consolidates subsidiaries while the 2023 disclosure is on a standalone legal-entity basis, and that this change restricts year-on-year comparability?",OTP_Bank_0097,,,0,,both_fail,18.959,,18.959,0,0,10780,1260
ESRS,"OTP Bank__OTP_Bank_0099__From the second reporting cycle onward, does OTP Bank disaggregate the evolution of its EU Taxonomy–aligned activities into business-driven, methodological, and data-related factors?",,OTP Bank,OTP Bank,OTP Bank,"From the second reporting cycle onward, does OTP Bank disaggregate the evolution of its EU Taxonomy–aligned activities into business-driven, methodological, and data-related factors?",OTP_Bank_0099,OTP_Bank_0099,OTP_Bank_0099|OTP_Bank_0098|OTP_Bank_0078|OTP_Bank_0056|OTP_Bank_0008,1,1.0,both_rank1,138.534,87.713,138.534,77147,5037,175642,7943
ESRS,"OTP Bank__OTP_Bank_0101__For ESRS Taxonomy reporting, does OTP Bank specify whether the OTP Omega Fund of Funds holds any investments that are compliant with the EU Taxonomy for environmentally sustainable activities?",,OTP Bank,OTP Bank,OTP Bank,"For ESRS Taxonomy reporting, does OTP Bank specify whether the OTP Omega Fund of Funds holds any investments that are compliant with the EU Taxonomy for environmentally sustainable activities?",OTP_Bank_0101,OTP_Bank_0101,OTP_Bank_0101|OTP_Bank_0100|OTP_Bank_0102|OTP_Bank_0099|OTP_Bank_0097,1,1.0,both_rank1,92.864,41.173,92.864,41224,2726,156401,6571
ESRS,"OTP Bank__OTP_Bank_0102__In its 2024 consolidated management report, has OTP Bank disclosed an analysis of the specific factors driving the year-over-year changes in the OTP Ecotrend Fund’s KPIs?",,OTP Bank,OTP Bank,OTP Bank,"In its 2024 consolidated management report, has OTP Bank disclosed an analysis of the specific factors driving the year-over-year changes in the OTP Ecotrend Fund’s KPIs?",OTP_Bank_0102,OTP_Bank_0104_intro,OTP_Bank_0104_intro,0,,both_fail,119.58,119.58,119.58,53290,8043,53290,8043
ESRS,"OTP Bank__OTP_Bank_0103__For OTP Bank, when a fund or portfolio has an explicit sustainable-investment commitment tied to the EU Taxonomy, does the alignment assessment explicitly include checks against the EU Taxonomy’s ‘do no significant harm’ criteria in addition to the sustainability metric from the selected ESG data provider?",,OTP Bank,OTP Bank,OTP Bank,"For OTP Bank, when a fund or portfolio has an explicit sustainable-investment commitment tied to the EU Taxonomy, does the alignment assessment explicitly include checks against the EU Taxonomy’s ‘do no significant harm’ criteria in addition to the sustainability metric from the selected ESG data provider?",OTP_Bank_0103,OTP_Bank_0103,OTP_Bank_0103|OTP_Bank_0102|OTP_Bank_0100|OTP_Bank_0099|OTP_Bank_0104_intro,1,1.0,both_rank1,148.071,79.668,148.071,52337,5138,137285,9514
ESRS,"OTP Bank__OTP_Bank_0105__For OTP Bank, does the disclosure explicitly clarify that the reported green portfolio incorporates exposures that are not eligible for inclusion in the mandatory GAR under the Taxonomy Regulation (such as non-EU entities and clients not in scope of NFRD/CSRD)?",,OTP Bank,OTP Bank,OTP Bank,"For OTP Bank, does the disclosure explicitly clarify that the reported green portfolio incorporates exposures that are not eligible for inclusion in the mandatory GAR under the Taxonomy Regulation (such as non-EU entities and clients not in scope of NFRD/CSRD)?",OTP_Bank_0105,OTP_Bank_0105,OTP_Bank_0105|OTP_Bank_0056|OTP_Bank_0104_intro|OTP_Bank_0103|OTP_Bank_0102,1,1.0,both_rank1,124.192,27.285,124.192,17880,1957,115436,9154
ESRS,"OTP Bank__OTP_Bank_0108__Under OTP Bank’s Sustainable Finance Framework, which types of business activities are explicitly barred from receiving proceeds from its sustainable instruments?",,OTP Bank,OTP Bank,OTP Bank,"Under OTP Bank’s Sustainable Finance Framework, which types of business activities are explicitly barred from receiving proceeds from its sustainable instruments?",OTP_Bank_0108,OTP_Bank_0109,OTP_Bank_0108|OTP_Bank_0109|OTP_Bank_0106_intro|OTP_Bank_0105,0,1.0,mrr_rank1_only,111.104,32.662,111.104,17413,1860,56762,7132
ESRS,"OTP Bank__OTP_Bank_0109__For ESRS-aligned disclosures on EU Taxonomy alignment, does OTP Bank acknowledge a significant impediment to treating real-estate lending as Taxonomy-compliant?",,OTP Bank,OTP Bank,OTP Bank,"For ESRS-aligned disclosures on EU Taxonomy alignment, does OTP Bank acknowledge a significant impediment to treating real-estate lending as Taxonomy-compliant?",OTP_Bank_0109,OTP_Bank_0112,OTP_Bank_0112|OTP_Bank_0008|OTP_Bank_0141|OTP_Bank_0010|OTP_Bank_0019,0,,both_fail,236.122,139.386,236.122,75524,9007,121848,14806
ESRS,"OTP Bank__OTP_Bank_0043__For ESRS‑aligned reporting on data availability, does OTP Bank acknowledge that the uneven readiness of its clients to quantify and deliver credible sustainability information is a major impediment to compiling and disclosing client‑related sustainability performance?",,OTP Bank,OTP Bank,OTP Bank,"For ESRS‑aligned reporting on data availability, does OTP Bank acknowledge that the uneven readiness of its clients to quantify and deliver credible sustainability information is a major impediment to compiling and disclosing client‑related sustainability performance?",OTP_Bank_0043,OTP_Bank_0122,OTP_Bank_0122|OTP_Bank_0079|OTP_Bank_0121|OTP_Bank_0119|OTP_Bank_0120,0,,both_fail,568.347,568.347,568.347,191699,33737,191699,33737
ESRS,"OTP Bank__OTP_Bank_0069__For the capex-based Green Asset Ratio at the 31 December 2024 reference date, does OTP Bank report any exposures categorised as transition or enabling activities under the taxonomy contribution types?",,OTP Bank,OTP Bank,OTP Bank,"For the capex-based Green Asset Ratio at the 31 December 2024 reference date, does OTP Bank report any exposures categorised as transition or enabling activities under the taxonomy contribution types?",OTP_Bank_0069,OTP_Bank_0014,OTP_Bank_0014|OTP_Bank_0012|OTP_Bank_0011|OTP_Bank_0013|OTP_Bank_0010,0,,both_fail,148.296,44.846,148.296,26038,2330,78159,8269
ESRS,"OTP Bank__OTP_Bank_0110__From an ESRS metrics standpoint, has OTP Bank quantified the outstanding balance of its retail green lending at the close of 2024?",,OTP Bank,OTP Bank,OTP Bank,"From an ESRS metrics standpoint, has OTP Bank quantified the outstanding balance of its retail green lending at the close of 2024?",OTP_Bank_0110,OTP_Bank_0112,OTP_Bank_0105|OTP_Bank_0110|OTP_Bank_0112|OTP_Bank_0109|OTP_Bank_0104_intro,0,2.0,mrr_lower_only,129.446,49.441,129.446,23168,2587,51581,8522
ESRS,"OTP Bank__OTP_Bank_0112__For ESRS-governance disclosures, does OTP Bank specify both the frequency of review and the governing body that authorizes the Group Credit Risk Policy?",,OTP Bank,OTP Bank,OTP Bank,"For ESRS-governance disclosures, does OTP Bank specify both the frequency of review and the governing body that authorizes the Group Credit Risk Policy?",OTP_Bank_0112,OTP_Bank_0002,OTP_Bank_0002|OTP_Bank_0034|OTP_Bank_0001|OTP_Bank_0005|OTP_Bank_0003,0,,both_fail,220.47,220.47,220.47,104688,13877,104688,13877
ESRS,"OTP Bank__OTP_Bank_0113__For ESRS-consistent disclosure of policy applicability and perimeter, does OTP Bank state that its Corporate Lending Policy, including ESG-related requirements, applies across the Group and specify any 2025 exclusions and the interim treatment of those entities?",,OTP Bank,OTP Bank,OTP Bank,"For ESRS-consistent disclosure of policy applicability and perimeter, does OTP Bank state that its Corporate Lending Policy, including ESG-related requirements, applies across the Group and specify any 2025 exclusions and the interim treatment of those entities?",OTP_Bank_0113,OTP_Bank_0113,OTP_Bank_0113|OTP_Bank_0112|OTP_Bank_0128_intro|OTP_Bank_0127|OTP_Bank_0126_intro,1,1.0,both_rank1,198.159,164.81,198.159,58664,11122,72480,13232
ESRS,"OTP Bank__OTP_Bank_0115__For ESRS-aligned reporting, does OTP Bank indicate that it has an adopted climate transition plan; if not, what status and next step does it disclose?",,OTP Bank,OTP Bank,OTP Bank,"For ESRS-aligned reporting, does OTP Bank indicate that it has an adopted climate transition plan; if not, what status and next step does it disclose?",OTP_Bank_0115,OTP_Bank_0115,OTP_Bank_0115|OTP_Bank_0035|OTP_Bank_0034|OTP_Bank_0125_intro|OTP_Bank_0139,1,1.0,both_rank1,125.222,83.234,125.222,75652,5789,105041,9005
ESRS,"OTP Bank__OTP_Bank_0117__For ESRS target-disclosure purposes, has OTP Bank identified a baseline year for its 2030 carbon‑neutral operations objective that covers Scope 1 and Scope 2 emissions?",,OTP Bank,OTP Bank,OTP Bank,"For ESRS target-disclosure purposes, has OTP Bank identified a baseline year for its 2030 carbon‑neutral operations objective that covers Scope 1 and Scope 2 emissions?",OTP_Bank_0117,OTP_Bank_0115,OTP_Bank_0117|OTP_Bank_0116|OTP_Bank_0115|OTP_Bank_0124|OTP_Bank_0123,0,1.0,mrr_rank1_only,126.253,32.007,126.252,26846,2579,77164,9131
ESRS,"Banca Monte dei Paschi di Siena__Banca_Monte_dei_Paschi_di_Siena_0220__Within its stock GAR disclosure, what share of Banca Monte dei Paschi di Siena’s total assets is within the GAR scope for the Total GAR assets line in 2024 and in 2023?",,Banca Monte dei Paschi di Siena,Banca Monte dei Paschi di Siena,Banca Monte dei Paschi di Siena,"Within its stock GAR disclosure, what share of Banca Monte dei Paschi di Siena’s total assets is within the GAR scope for the Total GAR assets line in 2024 and in 2023?",Banca_Monte_dei_Paschi_di_Siena_0220,Banca_Monte_dei_Paschi_di_Siena_0216,Banca_Monte_dei_Paschi_di_Siena_0216|Banca_Monte_dei_Paschi_di_Siena_0217|Banca_Monte_dei_Paschi_di_Siena_0220|Banca_Monte_dei_Paschi_di_Siena_0221|Banca_Monte_dei_Paschi_di_Siena_0219,0,3.0,mrr_lower_only,124.103,45.993,124.103,23834,3135,97175,8719
ESRS,"OTP Bank__OTP_Bank_0118__Within OTP Bank’s ESRS E4 actions-and-resources disclosure, does the report confirm the existence of concrete measures to manage biodiversity and ecosystem impacts, or does it state that such measures are not yet established pending further impact assessment?",,OTP Bank,OTP Bank,OTP Bank,"Within OTP Bank’s ESRS E4 actions-and-resources disclosure, does the report confirm the existence of concrete measures to manage biodiversity and ecosystem impacts, or does it state that such measures are not yet established pending further impact assessment?",OTP_Bank_0118,OTP_Bank_0118,OTP_Bank_0019|OTP_Bank_0118|OTP_Bank_0117|OTP_Bank_0119|OTP_Bank_0020,1,2.0,accuracy_only_mrr_lower,129.871,31.516,129.871,23051,2133,74490,9353
ESRS,"OTP Bank__OTP_Bank_0123__For OTP Bank, does the report explicitly state that an external party (MSCI) calculated the financed GHG emissions for assets under management?",,OTP Bank,OTP Bank,OTP Bank,"For OTP Bank, does the report explicitly state that an external party (MSCI) calculated the financed GHG emissions for assets under management?",OTP_Bank_0123,OTP_Bank_0123,OTP_Bank_0123|OTP_Bank_0138|OTP_Bank_0136|OTP_Bank_0135|OTP_Bank_0137,1,1.0,both_rank1,168.595,155.111,168.595,60035,9508,63983,10199
ESRS,"OTP Bank__OTP_Bank_0140__For OTP Bank’s residential green lending, does the disclosure specify the legal benchmarks that underpin its ‘green’ classification, referencing national building energy performance rules and EU-aligned NZEB criteria?",,OTP Bank,OTP Bank,OTP Bank,"For OTP Bank’s residential green lending, does the disclosure specify the legal benchmarks that underpin its ‘green’ classification, referencing national building energy performance rules and EU-aligned NZEB criteria?",OTP_Bank_0140,OTP_Bank_0140,OTP_Bank_0140|OTP_Bank_0141|OTP_Bank_0139|OTP_Bank_0124|OTP_Bank_0123,1,1.0,both_rank1,149.986,88.937,149.986,47492,6167,60296,8183
ESRS,"OTP Bank__OTP_Bank_0142__For Scope 2 accounting under ESRS, does OTP Bank declare that electricity backed by contractual instruments (such as Guarantees of Origin or Renewable Energy Certificates) is reported with a market-based emission factor of zero?",,OTP Bank,OTP Bank,OTP Bank,"For Scope 2 accounting under ESRS, does OTP Bank declare that electricity backed by contractual instruments (such as Guarantees of Origin or Renewable Energy Certificates) is reported with a market-based emission factor of zero?",OTP_Bank_0142,OTP_Bank_0142,OTP_Bank_0142|OTP_Bank_0119|OTP_Bank_0121|OTP_Bank_0120|OTP_Bank_0139,1,1.0,both_rank1,131.272,104.304,131.272,67288,6779,79620,8374
ESRS,"OTP Bank__OTP_Bank_0127__Does OTP Bank have a formal plan to analyse portfolio exposure to climate-related physical and transition risks over distinct time horizons (less than one year, one to five years, and more than five years) for priority sectors?",,OTP Bank,OTP Bank,OTP Bank,"Does OTP Bank have a formal plan to analyse portfolio exposure to climate-related physical and transition risks over distinct time horizons (less than one year, one to five years, and more than five years) for priority sectors?",OTP_Bank_0127,OTP_Bank_0127,OTP_Bank_0127|OTP_Bank_0132|OTP_Bank_0133|OTP_Bank_0128_intro|OTP_Bank_0126_intro,1,1.0,both_rank1,229.331,44.69,229.331,19670,2332,54691,11563
ESRS,"OTP Bank__OTP_Bank_0131__For ESRS-related disclosure on risk methodology, does OTP Bank indicate that movable vehicle collateral is auto-assigned to four ESG risk bands (ESG1–ESG4) based on asset attributes, including consideration of EURO emissions ratings?",,OTP Bank,OTP Bank,OTP Bank,"For ESRS-related disclosure on risk methodology, does OTP Bank indicate that movable vehicle collateral is auto-assigned to four ESG risk bands (ESG1–ESG4) based on asset attributes, including consideration of EURO emissions ratings?",OTP_Bank_0131,OTP_Bank_0131,OTP_Bank_0131|OTP_Bank_0132|OTP_Bank_0130|OTP_Bank_0128_intro|OTP_Bank_0129_intro,1,1.0,both_rank1,140.459,82.621,140.459,31659,3823,40923,7170
ESRS,"OTP Bank__OTP_Bank_0133__In its disclosures, does OTP Bank confirm that ESG considerations are embedded within its probability-of-default (PD) model for credit risk assessment?",,OTP Bank,OTP Bank,OTP Bank,"In its disclosures, does OTP Bank confirm that ESG considerations are embedded within its probability-of-default (PD) model for credit risk assessment?",OTP_Bank_0133,OTP_Bank_0134,OTP_Bank_0133|OTP_Bank_0134|OTP_Bank_0128_intro|OTP_Bank_0127|OTP_Bank_0132,0,1.0,mrr_rank1_only,136.291,52.314,136.291,29635,2468,58095,6305
ESRS,"OTP Bank__OTP_Bank_0135__Within OTP Bank’s operational risk framework, is there a group-wide ESG operational risk tolerance threshold that is monitored on a quarterly basis?",,OTP Bank,OTP Bank,OTP Bank,"Within OTP Bank’s operational risk framework, is there a group-wide ESG operational risk tolerance threshold that is monitored on a quarterly basis?",OTP_Bank_0135,OTP_Bank_0038,OTP_Bank_0038|OTP_Bank_0035|OTP_Bank_0004|OTP_Bank_0033|OTP_Bank_0005,0,,both_fail,441.771,441.771,441.771,162107,22800,162107,22800
ESRS,OTP Bank__OTP_Bank_0136__Has OTP Bank instituted formal limits or an explicit policy framework to manage Principal Adverse Impacts (PAI) within its discretionary portfolio management?,,OTP Bank,OTP Bank,OTP Bank,Has OTP Bank instituted formal limits or an explicit policy framework to manage Principal Adverse Impacts (PAI) within its discretionary portfolio management?,OTP_Bank_0136,OTP_Bank_0053,OTP_Bank_0053|OTP_Bank_0035|OTP_Bank_0034,0,,both_fail,211.251,211.251,211.251,75426,13097,75426,13097
ESRS,OTP Bank__OTP_Bank_0147__Has OTP Bank stated whether any significant impacts on its own workforce are linked to specific countries or regions?,,OTP Bank,OTP Bank,OTP Bank,Has OTP Bank stated whether any significant impacts on its own workforce are linked to specific countries or regions?,OTP_Bank_0147,OTP_Bank_0147,OTP_Bank_0022_intro|OTP_Bank_0147|OTP_Bank_0175|OTP_Bank_0051|OTP_Bank_0146_intro,1,2.0,accuracy_only_mrr_lower,257.638,35.541,257.638,20938,1310,87907,10829
ESRS,"OTP Bank__OTP_Bank_0149__For OTP Bank, does the disclosure state whether the Group has concluded any group-wide overarching agreement with employee representatives addressing respect for workforce human rights?",,OTP Bank,OTP Bank,OTP Bank,"For OTP Bank, does the disclosure state whether the Group has concluded any group-wide overarching agreement with employee representatives addressing respect for workforce human rights?",OTP_Bank_0149,OTP_Bank_0148,OTP_Bank_0149|OTP_Bank_0148|OTP_Bank_0150|OTP_Bank_0151|OTP_Bank_0035,0,1.0,mrr_rank1_only,103.383,57.297,103.383,29800,2906,55514,5801
ESRS,"OTP Bank__OTP_Bank_0150__For OTP Bank’s own workforce, does the disclosure specify whether any employee-raised occupational health and safety grievances were lodged during the reporting period?",,OTP Bank,OTP Bank,OTP Bank,"For OTP Bank’s own workforce, does the disclosure specify whether any employee-raised occupational health and safety grievances were lodged during the reporting period?",OTP_Bank_0150,OTP_Bank_0022_intro,OTP_Bank_0022_intro|OTP_Bank_0150|OTP_Bank_0149|OTP_Bank_0151|OTP_Bank_0025,0,2.0,mrr_lower_only,123.777,32.21,123.777,18957,1624,66408,6540
ESRS,"OTP Bank__OTP_Bank_0151__Within its ESRS S1 target-setting, does OTP Bank define the employee engagement goal as a relative objective benchmarked against sectoral and global top‑quartile comparators?",,OTP Bank,OTP Bank,OTP Bank,"Within its ESRS S1 target-setting, does OTP Bank define the employee engagement goal as a relative objective benchmarked against sectoral and global top‑quartile comparators?",OTP_Bank_0151,OTP_Bank_0151,OTP_Bank_0151|OTP_Bank_0150|OTP_Bank_0149|OTP_Bank_0152|OTP_Bank_0175,1,1.0,both_rank1,84.47,45.96,84.47,25680,2899,51510,5300
ESRS,"OTP Bank__OTP_Bank_0155__For ESRS S1 reporting, can OTP Bank demonstrate that its diversity and equal-opportunity programs are governed by consistently defined effectiveness benchmarks rather than merely being monitored?",,OTP Bank,OTP Bank,OTP Bank,"For ESRS S1 reporting, can OTP Bank demonstrate that its diversity and equal-opportunity programs are governed by consistently defined effectiveness benchmarks rather than merely being monitored?",OTP_Bank_0155,OTP_Bank_0155,OTP_Bank_0155|OTP_Bank_0154_intro|OTP_Bank_0156|OTP_Bank_0153|OTP_Bank_0175,1,1.0,both_rank1,123.406,65.878,123.406,29210,4327,50218,8430
ESRS,"OTP Bank__OTP_Bank_0165__In its ESRS S1 health and safety disclosures, has OTP Bank clarified whether the described workplace safety activities are classified as ESRS ‘measures’ or presented only as contextual practices?",,OTP Bank,OTP Bank,OTP Bank,"In its ESRS S1 health and safety disclosures, has OTP Bank clarified whether the described workplace safety activities are classified as ESRS ‘measures’ or presented only as contextual practices?",OTP_Bank_0165,OTP_Bank_0025,OTP_Bank_0025|OTP_Bank_0022_intro|OTP_Bank_0024|OTP_Bank_0027|OTP_Bank_0026,0,,both_fail,101.908,39.614,101.908,18160,2460,38252,6924
ESRS,OTP Bank__OTP_Bank_0166__Has OTP Bank declared that it provides occupational health assessments to all job categories regardless of any statutory obligation to do so?,,OTP Bank,OTP Bank,OTP Bank,Has OTP Bank declared that it provides occupational health assessments to all job categories regardless of any statutory obligation to do so?,OTP_Bank_0166,OTP_Bank_0025,OTP_Bank_0025|OTP_Bank_0024|OTP_Bank_0023|OTP_Bank_0026|OTP_Bank_0022_intro,0,,both_fail,108.897,29.879,108.897,18076,1614,38977,5315
ESRS,"OTP Bank__OTP_Bank_0168__In OTP Bank’s disclosure, is the Uzbek subsidiary’s objective of zero workplace accidents accompanied by a defined monitoring frequency, and if so, what is it?",,OTP Bank,OTP Bank,OTP Bank,"In OTP Bank’s disclosure, is the Uzbek subsidiary’s objective of zero workplace accidents accompanied by a defined monitoring frequency, and if so, what is it?",OTP_Bank_0168,OTP_Bank_0168,OTP_Bank_0168|OTP_Bank_0167|OTP_Bank_0169|OTP_Bank_0165|OTP_Bank_0175,1,1.0,both_rank1,102.726,28.583,102.726,24284,1655,51180,6342
ESRS,"OTP Bank__OTP_Bank_0169__For OTP Bank, does the disclosure specify the basis used to calculate hours worked that support the published employee accident rate, including the approach applied when detailed time records are unavailable?",,OTP Bank,OTP Bank,OTP Bank,"For OTP Bank, does the disclosure specify the basis used to calculate hours worked that support the published employee accident rate, including the approach applied when detailed time records are unavailable?",OTP_Bank_0169,OTP_Bank_0175,OTP_Bank_0175|OTP_Bank_0025|OTP_Bank_0027|OTP_Bank_0026|OTP_Bank_0024,0,,both_fail,128.296,117.179,128.295,46784,7328,53618,7906
ESRS,"OTP Bank__OTP_Bank_0171__Under the ESRS S1-4 section, does OTP Bank evidence oversight of the effectiveness of its work–life balance measures by setting out formal monitoring mechanisms and disclosing quantified employee-survey results?",,OTP Bank,OTP Bank,OTP Bank,"Under the ESRS S1-4 section, does OTP Bank evidence oversight of the effectiveness of its work–life balance measures by setting out formal monitoring mechanisms and disclosing quantified employee-survey results?",OTP_Bank_0171,OTP_Bank_0171,OTP_Bank_0171|OTP_Bank_0173|OTP_Bank_0152|OTP_Bank_0175|OTP_Bank_0174,1,1.0,both_rank1,152.146,75.487,152.146,26441,4745,49899,9674
ESRS,"OTP Bank__OTP_Bank_0178__Within its ESRS S4-2 narrative on engagement with consumers, does OTP Bank state the frequency of its retail customer satisfaction surveys per country and the typical size/representativeness of the respondent pool?",,OTP Bank,OTP Bank,OTP Bank,"Within its ESRS S4-2 narrative on engagement with consumers, does OTP Bank state the frequency of its retail customer satisfaction surveys per country and the typical size/representativeness of the respondent pool?",OTP_Bank_0178,OTP_Bank_0178,OTP_Bank_0178|OTP_Bank_0177|OTP_Bank_0179_intro|OTP_Bank_0196|OTP_Bank_0175,1,1.0,both_rank1,147.761,35.893,147.761,16522,2144,50838,9218
ESRS,"OTP Bank__OTP_Bank_0182__With reference to ESRS expectations on protecting consumers’ personal data in grievance mechanisms, does OTP Bank’s disclosure confirm that complaint-management systems within the group were upgraded to strengthen safeguards for customer information?",,OTP Bank,OTP Bank,OTP Bank,"With reference to ESRS expectations on protecting consumers’ personal data in grievance mechanisms, does OTP Bank’s disclosure confirm that complaint-management systems within the group were upgraded to strengthen safeguards for customer information?",OTP_Bank_0182,OTP_Bank_0185,OTP_Bank_0182|OTP_Bank_0183|OTP_Bank_0185|OTP_Bank_0181|OTP_Bank_0186,0,1.0,mrr_rank1_only,141.609,49.992,141.609,20586,2872,43903,8092
ESRS,"OTP Bank__OTP_Bank_0183__In its disclosure, does OTP Bank state whether it obliges its business partners across the value chain to operate customer complaint submission mechanisms?",,OTP Bank,OTP Bank,OTP Bank,"In its disclosure, does OTP Bank state whether it obliges its business partners across the value chain to operate customer complaint submission mechanisms?",OTP_Bank_0183,OTP_Bank_0185,OTP_Bank_0028_intro|OTP_Bank_0185|OTP_Bank_0029|OTP_Bank_0035|OTP_Bank_0196,0,,both_fail,208.226,79.17,208.226,27975,4758,69581,11951
ESRS,"OTP Bank__OTP_Bank_0186__For the 2024 reporting year, does OTP Bank disclose group-wide quantitative figures for customer privacy violations and related complaints from third parties and regulators under its ESRS S4 information security and fraud management disclosures?",,OTP Bank,OTP Bank,OTP Bank,"For the 2024 reporting year, does OTP Bank disclose group-wide quantitative figures for customer privacy violations and related complaints from third parties and regulators under its ESRS S4 information security and fraud management disclosures?",OTP_Bank_0186,OTP_Bank_0186,OTP_Bank_0186|OTP_Bank_0187|OTP_Bank_0183|OTP_Bank_0185|OTP_Bank_0182,1,1.0,both_rank1,200.501,46.283,200.501,23020,3038,53514,12613
